Sample;Segment 1;Segment 2;Segment 3;Segment 4;Segment 5
0;-0.0117647061124444;0.0;-0.007843137718737125;0.0;-0.007843137718737125
1;0.0;-0.007843137718737125;-0.003921568859368563;-0.003921568859368563;0.003921568859368563
2;0.019607843831181526;0.0;0.0;0.019607843831181526;0.019607843831181526
3;-0.003921568859368563;0.019607843831181526;-0.007843137718737125;0.007843137718737125;0.0
4;-0.007843137718737125;-0.007843137718737125;-0.007843137718737125;0.027450980618596077;-0.007843137718737125
5;0.0;-0.01568627543747425;0.0;-0.0117647061124444;0.0
6;0.003921568859368563;-0.0117647061124444;0.003921568859368563;0.0;-0.01568627543747425
7;0.0117647061124444;-0.003921568859368563;-0.019607843831181526;0.007843137718737125;-0.003921568859368563
8;0.01568627543747425;-0.0117647061124444;0.0;-0.007843137718737125;0.007843137718737125
9;0.007843137718737125;0.01568627543747425;0.007843137718737125;0.0;0.0117647061124444
10;0.0;0.0117647061124444;0.01568627543747425;0.007843137718737125;0.007843137718737125
11;-0.007843137718737125;0.007843137718737125;0.003921568859368563;0.003921568859368563;0.007843137718737125
12;0.003921568859368563;0.01568627543747425;0.01568627543747425;0.007843137718737125;0.007843137718737125
13;-0.007843137718737125;0.0;-0.0117647061124444;0.0;0.007843137718737125
14;0.003921568859368563;0.0117647061124444;0.0117647061124444;0.0;-0.007843137718737125
15;0.003921568859368563;0.0;0.0117647061124444;0.007843137718737125;0.003921568859368563
16;0.0117647061124444;-0.003921568859368563;0.003921568859368563;-0.003921568859368563;-0.003921568859368563
17;0.003921568859368563;-0.007843137718737125;-0.003921568859368563;0.0117647061124444;-0.003921568859368563
18;0.0117647061124444;0.0117647061124444;-0.003921568859368563;0.0;-0.007843137718737125
19;0.007843137718737125;0.007843137718737125;0.003921568859368563;0.0235294122248888;-0.003921568859368563
20;0.003921568859368563;-0.003921568859368563;0.0;0.007843137718737125;0.0
21;0.01568627543747425;0.007843137718737125;-0.003921568859368563;0.0;0.0
22;0.003921568859368563;-0.007843137718737125;0.003921568859368563;0.0;0.007843137718737125
23;-0.01568627543747425;0.0235294122248888;-0.003921568859368563;0.007843137718737125;0.0
24;0.0117647061124444;-0.0117647061124444;0.003921568859368563;0.003921568859368563;-0.0235294122248888
25;-0.0117647061124444;-0.01568627543747425;0.0;0.019607843831181526;0.007843137718737125
26;0.007843137718737125;0.01568627543747425;0.019607843831181526;0.0117647061124444;-0.007843137718737125
27;-0.003921568859368563;0.0;-0.007843137718737125;0.003921568859368563;0.003921568859368563
28;0.0;0.003921568859368563;0.0117647061124444;0.003921568859368563;0.007843137718737125
29;-0.003921568859368563;0.0;-0.0117647061124444;0.019607843831181526;-0.007843137718737125
30;0.01568627543747425;-0.003921568859368563;0.0;0.01568627543747425;0.0
31;-0.007843137718737125;0.0;0.003921568859368563;0.0117647061124444;0.007843137718737125
32;-0.0117647061124444;-0.0117647061124444;0.007843137718737125;0.0;0.0117647061124444
33;-0.003921568859368563;-0.01568627543747425;-0.007843137718737125;0.007843137718737125;0.0
34;0.01568627543747425;-0.0117647061124444;0.0117647061124444;0.0235294122248888;0.007843137718737125
35;0.003921568859368563;0.0;-0.007843137718737125;-0.007843137718737125;0.0
36;-0.007843137718737125;-0.0235294122248888;-0.007843137718737125;0.019607843831181526;-0.007843137718737125
37;0.0;0.003921568859368563;-0.003921568859368563;-0.007843137718737125;0.0
38;0.0;0.003921568859368563;-0.007843137718737125;0.0;-0.007843137718737125
39;0.0117647061124444;0.003921568859368563;0.007843137718737125;0.003921568859368563;-0.01568627543747425
40;-0.007843137718737125;-0.01568627543747425;0.003921568859368563;0.0;0.007843137718737125
41;0.0117647061124444;-0.007843137718737125;0.007843137718737125;0.0;0.003921568859368563
42;-0.0117647061124444;0.007843137718737125;-0.007843137718737125;0.0;-0.0235294122248888
43;0.01568627543747425;0.0117647061124444;0.003921568859368563;-0.003921568859368563;0.0117647061124444
44;0.007843137718737125;0.003921568859368563;0.003921568859368563;0.0117647061124444;-0.01568627543747425
45;0.0;0.0;0.007843137718737125;0.01568627543747425;-0.01568627543747425
46;-0.0117647061124444;0.0;-0.003921568859368563;-0.01568627543747425;0.007843137718737125
47;0.0;0.003921568859368563;0.0;-0.007843137718737125;0.0
48;0.0117647061124444;0.0117647061124444;0.0;0.003921568859368563;0.0117647061124444
49;-0.003921568859368563;-0.007843137718737125;0.007843137718737125;-0.003921568859368563;0.003921568859368563
50;0.0117647061124444;0.0;0.0117647061124444;0.0117647061124444;0.007843137718737125
51;0.01568627543747425;-0.003921568859368563;0.0117647061124444;-0.003921568859368563;0.0
52;-0.019607843831181526;0.007843137718737125;0.003921568859368563;0.0;-0.01568627543747425
53;0.007843137718737125;0.0;0.0;0.0117647061124444;0.01568627543747425
54;0.0117647061124444;0.003921568859368563;0.003921568859368563;0.0117647061124444;0.003921568859368563
55;0.0;0.003921568859368563;0.01568627543747425;0.007843137718737125;0.01568627543747425
56;0.003921568859368563;-0.0117647061124444;0.007843137718737125;0.0117647061124444;0.003921568859368563
57;0.0;-0.007843137718737125;0.0;-0.003921568859368563;0.0
58;-0.007843137718737125;0.007843137718737125;-0.003921568859368563;-0.01568627543747425;-0.01568627543747425
59;0.0;0.007843137718737125;0.0;0.007843137718737125;0.0
60;0.003921568859368563;0.007843137718737125;-0.019607843831181526;0.003921568859368563;0.0
61;0.007843137718737125;0.0;0.007843137718737125;0.0;0.003921568859368563
62;0.0;0.0;0.01568627543747425;0.003921568859368563;0.027450980618596077
63;0.0;0.003921568859368563;0.003921568859368563;-0.007843137718737125;0.0
64;0.003921568859368563;0.007843137718737125;0.007843137718737125;0.0117647061124444;-0.007843137718737125
65;-0.01568627543747425;-0.003921568859368563;0.0;-0.0117647061124444;0.01568627543747425
66;-0.003921568859368563;0.0117647061124444;-0.007843137718737125;0.01568627543747425;-0.0117647061124444
67;0.003921568859368563;-0.019607843831181526;0.0;-0.01568627543747425;0.007843137718737125
68;0.01568627543747425;0.003921568859368563;0.007843137718737125;0.0;0.01568627543747425
69;-0.003921568859368563;-0.007843137718737125;0.0;0.01568627543747425;0.0
70;-0.01568627543747425;-0.003921568859368563;0.0;0.007843137718737125;0.0
71;-0.0117647061124444;0.0117647061124444;0.0;0.003921568859368563;-0.0117647061124444
72;0.003921568859368563;0.003921568859368563;0.003921568859368563;0.007843137718737125;0.0
73;0.003921568859368563;-0.0117647061124444;0.0;0.0;0.0
74;0.0117647061124444;-0.003921568859368563;0.003921568859368563;0.0;0.0117647061124444
75;0.0;0.003921568859368563;0.0;0.0;0.01568627543747425
76;-0.0235294122248888;0.0117647061124444;0.019607843831181526;0.027450980618596077;-0.007843137718737125
77;-0.003921568859368563;-0.003921568859368563;-0.007843137718737125;0.0;0.007843137718737125
78;0.0;0.0;-0.0117647061124444;0.0;-0.0117647061124444
79;0.007843137718737125;0.007843137718737125;0.003921568859368563;0.0;0.0117647061124444
80;0.019607843831181526;0.0;0.007843137718737125;0.019607843831181526;0.0
81;-0.0117647061124444;-0.003921568859368563;-0.003921568859368563;-0.007843137718737125;-0.003921568859368563
82;0.0;0.003921568859368563;0.01568627543747425;-0.007843137718737125;-0.003921568859368563
83;-0.007843137718737125;0.0117647061124444;0.0117647061124444;0.0;0.0
84;0.007843137718737125;0.003921568859368563;-0.0235294122248888;0.003921568859368563;0.003921568859368563
85;0.0;0.003921568859368563;-0.003921568859368563;0.0;-0.003921568859368563
86;-0.01568627543747425;0.019607843831181526;-0.007843137718737125;-0.0117647061124444;0.007843137718737125
87;0.0235294122248888;0.019607843831181526;0.0;0.01568627543747425;0.007843137718737125
88;-0.007843137718737125;0.01568627543747425;0.007843137718737125;-0.003921568859368563;0.007843137718737125
89;-0.003921568859368563;0.0;-0.01568627543747425;-0.0117647061124444;0.0
90;0.003921568859368563;-0.0117647061124444;0.007843137718737125;0.0117647061124444;0.003921568859368563
91;0.01568627543747425;0.003921568859368563;0.0117647061124444;0.007843137718737125;0.0
92;0.007843137718737125;-0.007843137718737125;0.0117647061124444;0.0;0.003921568859368563
93;-0.01568627543747425;0.0117647061124444;-0.007843137718737125;-0.003921568859368563;-0.019607843831181526
94;0.01568627543747425;0.007843137718737125;0.003921568859368563;0.0;0.007843137718737125
95;0.007843137718737125;0.0117647061124444;0.0235294122248888;0.0313725508749485;0.003921568859368563
96;0.019607843831181526;0.01568627543747425;0.007843137718737125;-0.0117647061124444;-0.027450980618596077
97;-0.003921568859368563;-0.007843137718737125;-0.003921568859368563;0.01568627543747425;0.0
98;0.003921568859368563;0.0;-0.007843137718737125;0.019607843831181526;0.019607843831181526
99;-0.003921568859368563;0.01568627543747425;0.0;0.0117647061124444;0.003921568859368563
100;-0.007843137718737125;-0.007843137718737125;-0.003921568859368563;-0.01568627543747425;-0.007843137718737125
101;0.0;0.0;-0.003921568859368563;-0.003921568859368563;-0.0117647061124444
102;-0.0235294122248888;0.007843137718737125;0.003921568859368563;-0.0117647061124444;0.0117647061124444
103;-0.007843137718737125;0.003921568859368563;-0.003921568859368563;0.0;0.003921568859368563
104;0.007843137718737125;0.01568627543747425;-0.007843137718737125;0.0117647061124444;0.0
105;-0.003921568859368563;-0.007843137718737125;-0.003921568859368563;0.0;-0.003921568859368563
106;-0.01568627543747425;0.0;-0.0117647061124444;0.0117647061124444;0.0
107;0.003921568859368563;0.007843137718737125;0.003921568859368563;0.003921568859368563;0.007843137718737125
108;-0.003921568859368563;0.003921568859368563;0.0;-0.003921568859368563;0.0117647061124444
109;0.007843137718737125;0.0;0.003921568859368563;0.01568627543747425;0.0
110;0.0;0.0;0.003921568859368563;-0.01568627543747425;-0.0117647061124444
111;-0.0117647061124444;-0.0117647061124444;0.0117647061124444;0.019607843831181526;-0.0117647061124444
112;0.003921568859368563;-0.0117647061124444;0.01568627543747425;0.003921568859368563;-0.0117647061124444
113;0.0;0.003921568859368563;0.0;-0.003921568859368563;0.027450980618596077
114;0.003921568859368563;0.0;-0.003921568859368563;0.003921568859368563;-0.007843137718737125
115;0.01568627543747425;0.007843137718737125;0.0;0.0;-0.003921568859368563
116;-0.01568627543747425;0.003921568859368563;0.003921568859368563;0.0;0.007843137718737125
117;0.01568627543747425;0.003921568859368563;0.0117647061124444;-0.003921568859368563;-0.003921568859368563
118;0.003921568859368563;-0.0117647061124444;0.0;0.01568627543747425;0.0117647061124444
119;0.0117647061124444;0.0;-0.003921568859368563;0.0117647061124444;0.0
120;0.007843137718737125;-0.0117647061124444;-0.01568627543747425;0.003921568859368563;0.007843137718737125
121;-0.007843137718737125;0.003921568859368563;0.003921568859368563;-0.01568627543747425;-0.007843137718737125
