Sample;Ch1;Ch2
0;-0.009803921915590763;0.008823529817163944
1;0.003921568859368563;0.0
2;0.0009803922148421407;0.006862745154649019
3;0.0049019609577953815;0.0058823530562222
4;-0.008823529817163944;0.0049019609577953815
5;0.0019607844296842813;0.0019607844296842813
6;0.0117647061124444;0.007843137718737125
7;-0.006862745154649019;0.0
8;0.0009803922148421407;0.006862745154649019
9;-0.0117647061124444;-0.0019607844296842813
10;-0.003921568859368563;0.018627451732754707
11;0.0058823530562222;0.01274509821087122
12;0.0049019609577953815;0.014705882407724857
13;0.0117647061124444;0.0029411765281111
14;-0.0058823530562222;-0.0049019609577953815
15;-0.01568627543747425;0.009803921915590763
16;0.0;-0.0019607844296842813
17;0.009803921915590763;0.0019607844296842813
18;0.010784314014017582;0.009803921915590763
19;0.0117647061124444;0.006862745154649019
20;-0.0058823530562222;0.008823529817163944
21;0.0019607844296842813;0.007843137718737125
22;0.0009803922148421407;0.006862745154649019
23;0.0019607844296842813;0.0058823530562222
24;0.013725490309298038;0.0019607844296842813
25;0.0019607844296842813;0.01274509821087122
26;-0.006862745154649019;0.008823529817163944
27;0.0029411765281111;0.0
28;-0.003921568859368563;0.0117647061124444
29;0.006862745154649019;0.008823529817163944
30;0.003921568859368563;0.007843137718737125
31;-0.01568627543747425;-0.003921568859368563
32;0.018627451732754707;0.009803921915590763
33;-0.0029411765281111;0.0029411765281111
34;0.022549020126461983;0.0009803922148421407
35;0.0049019609577953815;0.0049019609577953815
36;0.003921568859368563;0.006862745154649019
37;0.0058823530562222;0.008823529817163944
38;0.006862745154649019;0.0009803922148421407
39;0.010784314014017582;0.006862745154649019
40;-0.0029411765281111;0.008823529817163944
41;0.0029411765281111;0.0009803922148421407
42;-0.006862745154649019;-0.010784314014017582
43;0.01274509821087122;0.0029411765281111
44;0.010784314014017582;-0.0019607844296842813
45;0.0;0.019607843831181526
46;0.0009803922148421407;0.0
47;0.0;0.010784314014017582
48;0.01764705963432789;0.008823529817163944
49;-0.0117647061124444;0.0058823530562222
50;0.003921568859368563;-0.0019607844296842813
51;-0.010784314014017582;0.0117647061124444
52;0.009803921915590763;0.009803921915590763
53;0.013725490309298038;-0.0019607844296842813
54;-0.0029411765281111;0.008823529817163944
55;-0.0029411765281111;0.0029411765281111
56;0.0009803922148421407;0.007843137718737125
57;-0.018627451732754707;0.0117647061124444
58;-0.007843137718737125;0.007843137718737125
59;0.0058823530562222;0.0019607844296842813
60;-0.01274509821087122;0.006862745154649019
61;0.0058823530562222;-0.008823529817163944
62;-0.0117647061124444;-0.0049019609577953815
63;-0.006862745154649019;0.014705882407724857
64;-0.01274509821087122;0.008823529817163944
65;-0.0058823530562222;-0.010784314014017582
66;-0.0058823530562222;0.009803921915590763
67;0.006862745154649019;0.009803921915590763
68;0.010784314014017582;0.003921568859368563
69;0.007843137718737125;0.0058823530562222
70;-0.0029411765281111;-0.0029411765281111
71;0.010784314014017582;0.01764705963432789
72;-0.0019607844296842813;0.0029411765281111
73;-0.009803921915590763;0.006862745154649019
74;-0.0117647061124444;0.0009803922148421407
75;-0.0058823530562222;0.008823529817163944
76;-0.0058823530562222;0.009803921915590763
77;0.01764705963432789;0.010784314014017582
78;-0.009803921915590763;0.0019607844296842813
79;0.013725490309298038;0.0009803922148421407
80;0.0049019609577953815;0.007843137718737125
81;0.0009803922148421407;0.0058823530562222
82;0.0;0.0049019609577953815
83;0.014705882407724857;0.010784314014017582
84;0.0019607844296842813;0.0
85;-0.013725490309298038;0.010784314014017582
86;0.019607843831181526;-0.0058823530562222
87;0.022549020126461983;0.0009803922148421407
88;0.010784314014017582;0.0049019609577953815
89;0.01274509821087122;0.0019607844296842813
90;0.003921568859368563;0.0029411765281111
91;-0.010784314014017582;0.0029411765281111
92;-0.008823529817163944;0.0049019609577953815
93;-0.018627451732754707;0.0058823530562222
94;-0.003921568859368563;0.01274509821087122
95;0.0;0.0019607844296842813
96;0.009803921915590763;0.007843137718737125
97;0.0029411765281111;0.01666666753590107
98;0.02549019642174244;0.013725490309298038
99;0.010784314014017582;0.003921568859368563
100;0.01568627543747425;0.0009803922148421407
101;0.007843137718737125;0.01274509821087122
102;-0.0117647061124444;0.01274509821087122
103;0.009803921915590763;0.0029411765281111
104;0.0019607844296842813;-0.0029411765281111
105;-0.0029411765281111;0.0029411765281111
106;0.013725490309298038;0.0009803922148421407
107;0.008823529817163944;-0.003921568859368563
108;0.007843137718737125;0.0009803922148421407
109;0.0019607844296842813;0.0029411765281111
110;-0.013725490309298038;0.003921568859368563
111;-0.0049019609577953815;0.0
112;0.010784314014017582;0.0049019609577953815
113;-0.006862745154649019;-0.006862745154649019
114;-0.006862745154649019;0.0
115;0.006862745154649019;0.01274509821087122
116;-0.01666666753590107;0.0049019609577953815
117;-0.0117647061124444;0.0117647061124444
118;0.0009803922148421407;-0.0019607844296842813
119;0.019607843831181526;-0.006862745154649019
120;0.0009803922148421407;0.014705882407724857
121;-0.01274509821087122;0.008823529817163944
122;-0.0049019609577953815;0.0009803922148421407
123;0.0117647061124444;0.0
124;-0.007843137718737125;0.010784314014017582
125;0.0019607844296842813;0.0029411765281111
126;-0.0049019609577953815;0.0019607844296842813
127;0.007843137718737125;0.0029411765281111
128;0.003921568859368563;0.003921568859368563
129;0.0058823530562222;0.0117647061124444
130;-0.0058823530562222;0.003921568859368563
131;0.018627451732754707;-0.0019607844296842813
132;0.01568627543747425;0.0019607844296842813
133;0.009803921915590763;-0.0019607844296842813
134;-0.0029411765281111;0.0019607844296842813
135;0.003921568859368563;-0.008823529817163944
136;-0.019607843831181526;0.0049019609577953815
137;0.007843137718737125;0.01274509821087122
138;-0.014705882407724857;0.01568627543747425
139;-0.007843137718737125;0.0117647061124444
140;-0.0049019609577953815;0.0058823530562222
141;0.0058823530562222;0.0049019609577953815
142;-0.0058823530562222;0.0058823530562222
143;0.01274509821087122;0.0019607844296842813
144;0.003921568859368563;0.0
145;-0.0049019609577953815;-0.0019607844296842813
146;0.007843137718737125;0.010784314014017582
147;0.010784314014017582;0.0019607844296842813
148;-0.0019607844296842813;0.0029411765281111
149;0.008823529817163944;-0.009803921915590763
150;-0.014705882407724857;-0.0019607844296842813
151;0.0019607844296842813;0.0049019609577953815
152;0.003921568859368563;0.0009803922148421407
153;0.0;-0.003921568859368563
154;0.0019607844296842813;0.0058823530562222
155;-0.0019607844296842813;-0.0019607844296842813
156;-0.0049019609577953815;0.010784314014017582
157;0.0117647061124444;0.0058823530562222
158;0.019607843831181526;0.010784314014017582
159;-0.007843137718737125;-0.0019607844296842813
160;0.003921568859368563;0.006862745154649019
161;-0.0058823530562222;-0.003921568859368563
162;0.0058823530562222;0.0019607844296842813
163;-0.003921568859368563;0.008823529817163944
164;0.009803921915590763;0.003921568859368563
165;0.0;0.008823529817163944
166;0.014705882407724857;-0.007843137718737125
167;-0.009803921915590763;0.009803921915590763
168;-0.0019607844296842813;0.008823529817163944
169;0.01666666753590107;0.0049019609577953815
170;0.008823529817163944;0.006862745154649019
171;0.0009803922148421407;0.008823529817163944
172;0.01666666753590107;0.010784314014017582
173;-0.0029411765281111;-0.0049019609577953815
174;-0.0058823530562222;0.0029411765281111
175;-0.003921568859368563;0.01274509821087122
176;0.008823529817163944;0.0019607844296842813
177;0.010784314014017582;0.0117647061124444
178;0.0019607844296842813;0.018627451732754707
179;0.006862745154649019;0.003921568859368563
180;0.008823529817163944;-0.0058823530562222
181;0.007843137718737125;0.0058823530562222
182;-0.0049019609577953815;0.0058823530562222
183;0.018627451732754707;0.0029411765281111
184;0.003921568859368563;0.007843137718737125
185;0.0058823530562222;0.0019607844296842813
186;0.0019607844296842813;0.01568627543747425
187;0.006862745154649019;0.018627451732754707
188;0.003921568859368563;0.0058823530562222
189;-0.008823529817163944;0.01568627543747425
190;0.007843137718737125;0.008823529817163944
191;0.01666666753590107;-0.0019607844296842813
192;-0.0019607844296842813;0.009803921915590763
193;0.01274509821087122;0.010784314014017582
194;-0.008823529817163944;0.0009803922148421407
195;0.013725490309298038;0.0009803922148421407
196;0.0058823530562222;0.01274509821087122
197;0.006862745154649019;0.006862745154649019
198;0.013725490309298038;0.008823529817163944
199;-0.007843137718737125;0.0049019609577953815
200;-0.008823529817163944;0.0049019609577953815
201;-0.0029411765281111;0.0049019609577953815
202;0.022549020126461983;0.01274509821087122
203;0.010784314014017582;0.0009803922148421407
204;0.009803921915590763;-0.0029411765281111
205;0.0117647061124444;0.006862745154649019
206;-0.01274509821087122;0.009803921915590763
207;0.0019607844296842813;0.01274509821087122
208;0.01274509821087122;0.0058823530562222
209;0.0117647061124444;0.0029411765281111
210;0.0;0.0049019609577953815
211;0.0;0.014705882407724857
212;0.0009803922148421407;0.0
213;-0.009803921915590763;0.0117647061124444
214;-0.0058823530562222;0.01274509821087122
215;-0.01764705963432789;0.006862745154649019
216;0.013725490309298038;-0.0049019609577953815
217;-0.01274509821087122;0.01274509821087122
218;-0.0117647061124444;0.009803921915590763
219;-0.0058823530562222;0.008823529817163944
220;-0.0049019609577953815;0.003921568859368563
221;0.003921568859368563;0.0029411765281111
222;0.0049019609577953815;0.0058823530562222
223;0.009803921915590763;0.0019607844296842813
224;0.010784314014017582;0.01274509821087122
225;0.008823529817163944;0.008823529817163944
226;-0.008823529817163944;0.0009803922148421407
227;-0.010784314014017582;0.008823529817163944
228;-0.0019607844296842813;0.0029411765281111
229;-0.009803921915590763;-0.006862745154649019
230;-0.0049019609577953815;0.009803921915590763
231;0.003921568859368563;0.006862745154649019
232;0.007843137718737125;0.01568627543747425
233;0.020588235929608345;0.01764705963432789
234;-0.007843137718737125;0.003921568859368563
235;0.0029411765281111;0.0
236;0.01666666753590107;0.010784314014017582
237;0.021568628028035164;0.0049019609577953815
238;-0.007843137718737125;0.0117647061124444
239;0.009803921915590763;0.0058823530562222
240;0.01274509821087122;0.0117647061124444
241;-0.008823529817163944;0.007843137718737125
242;-0.0029411765281111;0.014705882407724857
243;0.014705882407724857;-0.0049019609577953815
244;-0.006862745154649019;0.0117647061124444
245;-0.0049019609577953815;0.0019607844296842813
246;-0.0058823530562222;0.0058823530562222
247;0.009803921915590763;0.0009803922148421407
248;-0.0049019609577953815;0.01274509821087122
249;0.0009803922148421407;0.01568627543747425
250;-0.01666666753590107;0.007843137718737125
251;-0.010784314014017582;-0.010784314014017582
252;-0.0029411765281111;0.009803921915590763
253;-0.008823529817163944;0.009803921915590763
254;-0.0058823530562222;0.003921568859368563
255;-0.003921568859368563;0.006862745154649019
256;0.014705882407724857;0.0009803922148421407
257;-0.0049019609577953815;0.0009803922148421407
258;-0.006862745154649019;0.01274509821087122
259;0.007843137718737125;0.007843137718737125
260;-0.0117647061124444;0.009803921915590763
261;-0.018627451732754707;0.0058823530562222
262;0.0009803922148421407;0.014705882407724857
263;-0.0049019609577953815;0.0029411765281111
264;-0.01274509821087122;0.006862745154649019
265;0.007843137718737125;0.0029411765281111
266;0.0029411765281111;0.009803921915590763
267;0.0049019609577953815;0.010784314014017582
268;-0.008823529817163944;0.007843137718737125
269;-0.0029411765281111;0.009803921915590763
270;0.010784314014017582;0.010784314014017582
271;0.0058823530562222;0.008823529817163944
272;0.003921568859368563;0.006862745154649019
273;-0.006862745154649019;0.0029411765281111
274;0.021568628028035164;0.006862745154649019
275;-0.0058823530562222;0.01274509821087122
276;0.003921568859368563;0.0
277;-0.0117647061124444;0.006862745154649019
278;0.0117647061124444;0.0009803922148421407
279;-0.007843137718737125;0.006862745154649019
280;-0.0058823530562222;0.0009803922148421407
281;-0.0029411765281111;0.007843137718737125
282;0.003921568859368563;0.006862745154649019
283;-0.0019607844296842813;-0.0029411765281111
284;0.030392156913876534;0.010784314014017582
285;-0.003921568859368563;0.009803921915590763
286;0.007843137718737125;0.0009803922148421407
287;0.009803921915590763;-0.003921568859368563
288;0.003921568859368563;0.01568627543747425
289;0.009803921915590763;0.0
290;0.0029411765281111;0.003921568859368563
291;0.0029411765281111;0.01274509821087122
292;-0.007843137718737125;0.009803921915590763
293;-0.003921568859368563;0.010784314014017582
294;-0.008823529817163944;0.0049019609577953815
295;0.0235294122248888;0.009803921915590763
296;0.0019607844296842813;0.0058823530562222
297;0.003921568859368563;0.006862745154649019
298;-0.003921568859368563;0.0049019609577953815
299;-0.0019607844296842813;0.0058823530562222
300;0.003921568859368563;0.008823529817163944
301;0.0029411765281111;0.009803921915590763
302;0.0058823530562222;0.003921568859368563
303;0.0049019609577953815;0.021568628028035164
304;0.01568627543747425;0.018627451732754707
305;-0.0029411765281111;0.01274509821087122
306;0.0049019609577953815;-0.0019607844296842813
307;-0.0019607844296842813;0.0
308;-0.0019607844296842813;0.008823529817163944
309;0.010784314014017582;0.0009803922148421407
310;0.0049019609577953815;-0.0058823530562222
311;0.0;0.010784314014017582
312;0.014705882407724857;0.0019607844296842813
