Sample;Segment 1;Segment 2;Segment 3;Segment 4;Segment 5
0;0.009803921915590763;-0.003921568859368563;0.0117647061124444;0.019607843831181526;0.008823529817163944
1;-0.0049019609577953815;0.009803921915590763;0.0117647061124444;-0.009803921915590763;0.014705882407724857
2;0.0009803922148421407;-0.007843137718737125;0.008823529817163944;0.0019607844296842813;-0.0019607844296842813
3;0.009803921915590763;0.0;-0.0058823530562222;0.020588235929608345;0.0049019609577953815
4;0.008823529817163944;-0.010784314014017582;0.006862745154649019;0.0;0.010784314014017582
5;0.0019607844296842813;-0.006862745154649019;-0.0019607844296842813;0.0029411765281111;-0.010784314014017582
6;0.0019607844296842813;-0.003921568859368563;0.0049019609577953815;0.0058823530562222;-0.0019607844296842813
7;-0.0019607844296842813;-0.0029411765281111;0.0009803922148421407;0.008823529817163944;-0.01666666753590107
8;-0.018627451732754707;0.014705882407724857;0.003921568859368563;-0.014705882407724857;0.01274509821087122
9;-0.008823529817163944;0.0;0.006862745154649019;0.0029411765281111;0.020588235929608345
10;0.0;0.01764705963432789;0.003921568859368563;0.0009803922148421407;-0.009803921915590763
11;0.0;0.010784314014017582;0.007843137718737125;-0.0029411765281111;0.0019607844296842813
12;-0.0029411765281111;0.007843137718737125;-0.0019607844296842813;-0.006862745154649019;-0.01568627543747425
13;-0.0058823530562222;0.009803921915590763;0.008823529817163944;-0.01274509821087122;-0.008823529817163944
14;0.010784314014017582;0.0117647061124444;0.0;-0.0019607844296842813;0.0009803922148421407
15;0.0117647061124444;0.0058823530562222;0.0009803922148421407;0.0009803922148421407;0.0058823530562222
16;0.019607843831181526;-0.0049019609577953815;-0.0049019609577953815;-0.0058823530562222;0.010784314014017582
17;-0.006862745154649019;-0.019607843831181526;-0.010784314014017582;-0.0019607844296842813;0.006862745154649019
18;0.008823529817163944;-0.008823529817163944;0.019607843831181526;-0.018627451732754707;0.0009803922148421407
19;0.0019607844296842813;0.0049019609577953815;-0.0117647061124444;-0.009803921915590763;0.01764705963432789
20;-0.01666666753590107;-0.0029411765281111;0.014705882407724857;0.0058823530562222;0.009803921915590763
21;0.0;0.0019607844296842813;-0.0117647061124444;-0.0049019609577953815;0.0029411765281111
22;0.0;0.003921568859368563;-0.0019607844296842813;-0.008823529817163944;0.0019607844296842813
23;-0.0019607844296842813;-0.0058823530562222;-0.006862745154649019;-0.006862745154649019;-0.01764705963432789
24;-0.0058823530562222;0.0029411765281111;0.0019607844296842813;0.013725490309298038;-0.018627451732754707
25;-0.010784314014017582;0.007843137718737125;-0.006862745154649019;0.0029411765281111;0.0019607844296842813
26;0.01764705963432789;-0.009803921915590763;0.0117647061124444;0.003921568859368563;-0.0019607844296842813
27;0.0058823530562222;-0.0019607844296842813;-0.013725490309298038;0.006862745154649019;0.0058823530562222
28;-0.006862745154649019;0.003921568859368563;-0.003921568859368563;-0.0019607844296842813;0.014705882407724857
29;-0.010784314014017582;-0.006862745154649019;-0.0029411765281111;-0.008823529817163944;-0.01666666753590107
30;-0.0049019609577953815;-0.0058823530562222;0.0009803922148421407;0.006862745154649019;-0.0019607844296842813
31;-0.009803921915590763;0.0009803922148421407;-0.007843137718737125;-0.008823529817163944;-0.007843137718737125
32;0.006862745154649019;0.022549020126461983;0.0009803922148421407;-0.003921568859368563;0.0058823530562222
33;0.0019607844296842813;-0.009803921915590763;-0.0029411765281111;-0.0029411765281111;0.0
34;0.0058823530562222;-0.008823529817163944;-0.01666666753590107;-0.02549019642174244;0.006862745154649019
35;-0.003921568859368563;0.0049019609577953815;-0.008823529817163944;0.0058823530562222;0.007843137718737125
36;0.007843137718737125;-0.006862745154649019;0.0058823530562222;-0.0019607844296842813;-0.003921568859368563
37;-0.014705882407724857;0.008823529817163944;-0.0019607844296842813;0.010784314014017582;0.010784314014017582
38;-0.01274509821087122;0.007843137718737125;-0.0019607844296842813;0.0058823530562222;-0.0029411765281111
39;-0.003921568859368563;-0.006862745154649019;-0.0058823530562222;-0.003921568859368563;-0.006862745154649019
40;-0.0058823530562222;0.0;0.0;-0.0029411765281111;0.019607843831181526
41;0.01764705963432789;-0.006862745154649019;0.0049019609577953815;0.003921568859368563;0.0058823530562222
42;0.003921568859368563;-0.0049019609577953815;-0.003921568859368563;0.0009803922148421407;-0.0117647061124444
43;-0.0019607844296842813;-0.003921568859368563;0.0019607844296842813;0.0009803922148421407;0.008823529817163944
44;-0.0049019609577953815;0.006862745154649019;0.01666666753590107;-0.006862745154649019;-0.0058823530562222
45;0.01764705963432789;0.0009803922148421407;0.013725490309298038;0.01568627543747425;0.010784314014017582
46;0.007843137718737125;-0.0058823530562222;0.0009803922148421407;-0.006862745154649019;0.0029411765281111
47;-0.0029411765281111;0.008823529817163944;0.008823529817163944;-0.01666666753590107;0.0029411765281111
48;-0.007843137718737125;0.018627451732754707;0.009803921915590763;-0.0058823530562222;0.0
49;-0.003921568859368563;0.0009803922148421407;-0.0117647061124444;0.0058823530562222;-0.01764705963432789
50;0.003921568859368563;-0.0117647061124444;-0.018627451732754707;-0.013725490309298038;0.0029411765281111
